maximum_low_carbon_build_rate,electrification_start_year,electricity_demand_in_2050,average_life_of_low_carbon_generation,renewable_electricity_in_2020,ccs_by_2020,nuclear_change_2012_2020,maximum_low_carbon_build_rate_contraction,maximum_low_carbon_build_rate_expansion,minimum_low_carbon_build_rate,maxmean2050,minmean2050,annual_change_in_non_electricity_traded_emissions,electricity_emissions_during_cb4,emissions_factor_2030,electricity_emissions_absolute_2050
63.0,2023.0,624.0,43.0,0.06530830680447851,2.815422610040903,1.0,0.37754301747659613,0.6818635064240307,8.313996518199462,1.770043731208455,0.4499267856238829,0.004392881352957373,722.8669838868979,13.75640792114922,0.0
36.0,2035.0,623.0,52.0,0.17600497993351374,3.019621592821985,-33.0,0.2462363277796896,0.5236889291298221,1.2875520732799406,2.2795092286922367,0.43010251777538244,0.0016459499894232663,877.0506396745991,132.3633448777087,32.13773035292983
76.0,2039.0,587.0,53.0,0.343848050870935,1.2143210243680047,-3.0,0.6550581412456502,0.832736184311869,4.859386924905104,1.8357046610113614,0.2783024384068207,-0.012811808933951788,411.59672477573343,0.0,0.0
33.0,2039.0,522.0,70.0,0.09352078051594953,0.43867401732712374,-23.0,0.5987612223772766,0.8440691073041469,2.650133864987823,2.2159364415488505,0.25425029603822047,-0.017117396753961935,724.2211835963888,73.83958980285368,16.29290001255609
48.0,2022.0,621.0,63.0,0.16987427782941988,0.27703055604404314,-3.0,0.3594380560584586,0.8575299573510938,7.675359478178982,2.3077293108069927,0.19284862607305508,0.0011802162916807954,686.8008753507266,37.54146034658762,6.807409494157843
94.0,2034.0,697.0,22.0,0.24369545392284941,4.1490755587597645,-43.0,0.6315859774777718,0.24998551108892875,1.1987384600205726,1.5935270245442892,0.3745727751453435,-0.022053866163880085,695.1868890806476,93.46875210555086,0.0
54.0,2031.0,401.0,49.0,0.04803160184328234,0.008000681434845003,-57.0,0.4562551891009423,0.7001640358268051,1.1307843544520106,2.7162616617725357,0.379537845797689,-0.010326384612773524,914.7878498438954,116.14317768960657,0.40290231997562753
26.0,2024.0,392.0,48.0,0.12357338813866733,1.2224644105058562,-51.0,0.9045815348544936,0.9845700526514712,6.027800135619789,2.4697324761871915,0.26408436551071757,-0.012167095924489578,744.9138224117792,116.83768451209406,15.113543794830603
62.0,2037.0,516.0,59.0,0.09655699401758244,0.735516955031501,-21.0,0.9333602566282272,0.27716744759362055,8.211058367524213,2.5900384980293083,0.34546417903121895,-0.010116909084902283,739.9327619315105,32.59253916389986,0.4372043749895383
81.0,2034.0,640.0,26.0,0.07735645890936581,2.9679056486624287,-50.0,0.11465219142112952,0.5487065519016332,5.387894537085307,2.741977774396081,0.27577586459012493,-0.013338044540371817,758.6077504041074,5.37789451530312,9.794831782439037
44.0,2033.0,697.0,63.0,0.12850141700574402,3.6398008136103033,-47.0,0.8883982387820141,0.4369964079488259,7.796021741510082,1.8167634466086615,0.3925856852005295,-0.027864060364104437,638.6020918031732,32.91593183160776,9.263811694452473
47.0,2030.0,492.0,51.0,0.3421948075345053,1.1526049008257835,-51.0,0.6293885062100507,0.5997030743832844,7.378644767784275,2.125809758637165,0.42773441464776407,0.004366838705696638,663.5460978294567,3.8551489223841178,0.0
46.0,2032.0,669.0,34.0,0.02749497781353656,5.313542935621939,-17.0,0.7756258101725366,0.10510656969388754,5.942203747162043,2.3474706201081394,0.24722281452406758,-0.02747815500522433,761.351434007211,217.542927673225,60.43444062980209
50.0,2035.0,306.0,25.0,0.12195815446533992,1.505311623429387,6.0,0.3973302803760045,0.9223554174388974,4.964847298159701,1.5540446655979998,0.1758413164750929,-0.018692709297147128,531.6006034093936,4.360277367721786,0.0
61.0,2038.0,642.0,66.0,0.17093245439632163,1.5792826956215125,9.0,0.7277500778070033,0.7680666333660404,9.22859844927293,2.6203671771133683,0.23654153649850113,-0.012741265368134642,516.8955168952656,0.0,4.026250180412582
36.0,2030.0,660.0,30.0,0.20998047120793123,0.49854309840261646,-37.0,0.8023615064741338,0.9389820589976228,5.7840087626433645,1.6683325685557508,0.13053847610940622,-0.029322802771204533,576.8631782169228,45.87375272677936,37.260998735192395
36.0,2035.0,417.0,29.0,0.10552774282754454,0.6935887411668757,3.0,0.3058777249437304,0.9835432421135923,3.8781886359821196,1.6003366883014096,0.46743443169268417,-0.03954492509746768,519.0279874934221,39.67242135598831,0.0
91.0,2020.0,313.0,55.0,0.06274566554186323,4.089616958857914,-48.0,0.9845914171080191,0.5155591872487479,5.8949773963379855,1.8853706292671057,0.46399732853794473,-0.025517355785030275,698.5339888536997,3.4299251731156555,0.0
68.0,2033.0,307.0,45.0,0.053533864123032154,5.050820232209997,-41.0,0.6294393626477214,0.5268783560185843,8.911169820231608,2.0256114558954863,0.11873185277948527,0.004973904200196645,779.3872475985146,0.5375589375457629,0.0
43.0,2025.0,690.0,67.0,0.21474652265176056,1.7676947672859151,-8.0,0.20020628981949362,0.7630330085185993,0.13974582983573464,1.7402344578983293,0.35653510873274064,-0.017517162633234946,538.3398838093888,24.76565479335043,2.7128957854258475
15.0,2038.0,528.0,69.0,0.17388743697669112,5.78392136704999,-34.0,0.6036869105867756,0.22568598875680299,9.293841543084648,2.4381415430594595,0.2973268884183219,-0.01299601195253116,715.0235399936204,132.07769965253425,61.21853433717785
95.0,2031.0,316.0,60.0,0.14863256978118547,1.641564424198601,-23.0,0.8582419576396927,0.733175015714561,9.455771624408637,1.6838854228180746,0.2042318027378529,-0.012113809602877383,549.2082896124983,0.0,0.0
64.0,2022.0,635.0,23.0,0.013723790015448338,1.9844224930103163,5.0,0.9552988805435718,0.6067236131008095,7.282497505118697,2.4468394228504353,0.35221147334526504,0.008857878748266552,838.1419984256772,47.928394813681386,16.328988224307242
74.0,2026.0,479.0,59.0,0.017582765225519992,0.31976840447216137,-58.0,0.14844081158820616,0.11913977787853437,9.698049770079098,1.863482261155747,0.2663176217863641,0.00746929054294327,975.9344844328934,190.8953458329023,0.0
50.0,2021.0,370.0,37.0,0.17221599869568496,1.7045628758592526,-9.0,0.4778106465395109,0.47117880434364967,8.452893109588196,2.5335092518199067,0.22282105740751593,-0.005616629981842557,679.2846904392339,37.151528848253,0.0
87.0,2036.0,485.0,20.0,0.0689325224451466,0.38053334655812554,-6.0,0.4097681572902031,0.2639850630112679,6.982955140198,2.7713390661755115,0.435687506666126,-0.004137880366732988,812.6150595301038,84.00116134945097,1.737289275769804
17.0,2036.0,678.0,59.0,0.2573705996520022,4.815741651062138,-41.0,0.6018634073127785,0.1975746450944334,3.641047758823678,2.6357727091946357,0.3428670316234044,-0.008709713609837744,766.2661041027977,156.74642049122497,100.56513536574164
37.0,2022.0,532.0,40.0,0.32298015004158265,1.8466709900721978,-29.0,0.623778923311919,0.5400612444974516,3.868267595635461,2.792935749046448,0.18473186059623325,-0.005073160268699611,623.252666391656,56.41388771450453,25.773623621663827
55.0,2033.0,700.0,41.0,0.03514009843929006,4.867719433332372,-16.0,0.5035033512006359,0.4140310882198993,5.8252796328156915,2.7264489352861485,0.2360333287891756,-0.033626702387618806,661.5493627887549,37.464315963322186,32.53002419339534
9.0,2038.0,502.0,53.0,0.26006702247509156,1.3773782891732078,-42.0,0.63871732592931,0.145738379886556,6.5845773990239715,2.530812692403107,0.3861370596356942,0.008922965986958145,859.4719760628194,175.628834141239,85.32204655758514
4.0,2036.0,668.0,51.0,0.14640145391357126,4.732627246345456,-59.0,0.48917437509633865,0.9482334656004057,6.373873159899505,2.0814412590478795,0.13862057458747162,-0.029820597108441774,781.5580992683296,272.16656092620366,191.65090832028872
87.0,2030.0,502.0,63.0,0.03115092986365445,3.576844296107917,-13.0,0.33287737392857575,0.3250445948047894,6.000127332486258,1.7985493725620467,0.47344100685383206,-0.02469627989468539,713.3241486335116,41.81154981475906,0.0
29.0,2022.0,461.0,49.0,0.08656378683700741,0.737880043086746,-59.0,0.6225690251561202,0.6608030499639738,4.5584127385732875,1.5634793035018455,0.19112449576341253,0.000771635848204652,901.2191082032634,144.05227186470472,3.2046064289275646
10.0,2039.0,381.0,54.0,0.17326428020394144,4.641222212748815,-13.0,0.8867631905511599,0.7978427848009668,0.19757058828944346,2.3330468302887772,0.16987044322449588,0.008886359739727047,844.2332136761406,161.99277071470345,49.80532367241352
3.0,2036.0,372.0,50.0,0.14471036876398058,4.889352748357457,-16.0,0.968193942456541,0.3431681835036092,6.296505022375171,2.928738788291044,0.3445397749304709,0.007156885346787066,909.7880026443759,243.48390668215757,87.93726462347985
40.0,2025.0,683.0,68.0,0.34311328994126655,4.664148424208715,-24.0,0.3771128429506424,0.6763869518386338,0.2681132278317122,2.96132745800523,0.2478483712812515,-0.02269880129146791,456.30645136651776,27.456304389127816,35.92254015205233
7.0,2032.0,617.0,64.0,0.3068440465594842,2.4033916779746614,-52.0,0.6252184067635693,0.8603919306978723,5.983358899415649,1.732793803960174,0.15539595587086574,-0.012502923131369855,732.8415978382346,181.8589864769176,135.92982959957519
40.0,2026.0,574.0,58.0,0.2773849611421425,5.642289973481961,-25.0,0.37059929785813417,0.8885879836117926,7.728103405335576,1.991055098280053,0.1387189766045677,0.002023262853262743,608.6052867240376,19.88346122422258,3.6120303816128425
41.0,2022.0,326.0,43.0,0.26859503365193615,0.9519268182268383,-45.0,0.7229223526570588,0.13348021185124956,9.135112862287876,1.6412914040454312,0.16414958932878038,-0.039130979122418884,598.7173622328136,116.83676254005714,0.0
6.0,2028.0,685.0,31.0,0.31304399546707956,2.052840470027803,-44.0,0.5366866449511734,0.7027974881748558,6.985189289362886,1.9764199906499706,0.10021781279293128,-0.03444063322891469,646.6123608790168,217.02819267628337,184.45942784593427
68.0,2040.0,624.0,30.0,0.13581875395207263,0.6484493620695158,-13.0,0.20247110121982018,0.5037365270948584,7.625517230517701,1.6189796666821903,0.44732749171342856,-0.022995070722394255,597.8984672150909,1.121085511996957,0.0
0.0,2028.0,648.0,54.0,0.07092173108053179,2.7554580494985554,-20.0,0.4875780800436831,0.9697391395537157,7.965933854973621,1.8863359946032352,0.427917078081994,-0.0035126008575957143,922.5828735218652,306.18935590120896,213.71102991391973
88.0,2023.0,380.0,68.0,0.24718566354337349,3.157248029698408,-33.0,0.6372131697533749,0.15913910273921958,1.4916431924492748,2.7415690775364854,0.18574826016937973,-0.018452014661870013,725.5538517074258,179.7435312385857,0.0
27.0,2035.0,500.0,55.0,0.23563903925620722,3.3525975299798847,-27.0,0.954418032232467,0.4889563635802965,7.494054912164939,2.230105521602704,0.33914474096112485,0.005746479973126613,745.0332343541565,56.89688916987345,21.277031269228566
57.0,2030.0,304.0,38.0,0.28534527684626215,1.5526308544576424,-40.0,0.8953858126942117,0.10523362266712617,1.7617058011089533,1.8746083506407523,0.23683635729682917,0.0011133211275536,807.6782115878888,165.37301985445026,0.0
29.0,2024.0,656.0,38.0,0.10996170144933483,1.794766273549591,6.0,0.9808194564864886,0.10482919632386653,3.847333371357284,2.868132785438324,0.41259171068478173,0.004047602700860416,890.3499556962278,235.09212565116127,82.20922739439402
5.0,2039.0,407.0,28.0,0.1121073666418823,2.4053552745200344,9.0,0.31463706052917845,0.3947801704751128,3.213060794319844,1.7252627458073455,0.2654182112318413,-0.015146360248973041,763.6102235641449,230.4503121519099,97.42810737887078
5.0,2033.0,448.0,55.0,0.048344300394163826,3.97790117336728,0.0,0.9629470248836093,0.43243211236347967,0.48132672819142874,2.107221221224858,0.45628283086769494,0.006220365204189636,945.8694649324648,259.2111210571092,104.86377826419898
2.0,2020.0,359.0,26.0,0.18757743050031792,5.5128348626828645,-57.0,0.7487477989175466,0.46211574865700755,2.5978954165517774,2.0265847179393637,0.4114057481133824,0.0003130139403212384,950.1933972683553,295.0818866689752,105.4680306142683
67.0,2023.0,465.0,70.0,0.05503336877542877,4.8918384660263605,-41.0,0.7325542875548245,0.9971335316756234,8.598564538803997,2.502175720172479,0.19451336792288754,-0.018116125748881454,593.1684239557339,7.188996234843402,0.0
53.0,2025.0,524.0,61.0,0.1900802579931761,0.9654915771231656,-2.0,0.7720693003706469,0.22569564525937297,0.6618783203513625,2.7203251896485154,0.3931810928582822,-0.018931448699091583,666.6682315094704,104.26439378923669,6.113188584085678
83.0,2036.0,379.0,51.0,0.1775433667700607,1.4003531802958147,10.0,0.717331734700171,0.49118424221491175,9.250065691830912,2.182393194103832,0.21182015377705032,-0.004730836689555318,593.5801131247146,0.0,0.0
64.0,2038.0,394.0,61.0,0.3255937922407124,2.3476461231952435,-36.0,0.9762222271080183,0.24035919207379752,9.077708184433954,2.9885117228074547,0.2861070206611672,-0.03690283262201204,518.4864318748877,15.534559825525607,0.0
37.0,2033.0,475.0,46.0,0.3296938338174147,4.08017873214781,-13.0,0.7130813040362702,0.1599518437968177,9.792812849818196,2.7876153458870148,0.2160359633156287,-0.022119683590362968,527.4048905392592,22.898764213175326,16.212427286072785
98.0,2023.0,399.0,69.0,0.17995464901967292,4.460912255710688,9.0,0.7891293812753235,0.27057190929084085,3.835729496985129,1.757354797603809,0.1372103134848203,0.008410926391849718,768.2537385324565,31.88560137752575,0.0
69.0,2035.0,608.0,42.0,0.0035078328206989305,5.698578325892557,9.0,0.5837130158288876,0.24433806933145133,7.500170249210271,2.1824820757133936,0.18039575853431408,-0.0375436947183715,639.6545780180207,68.09086374681186,0.5569676836470597
65.0,2035.0,440.0,44.0,0.0888377902855107,3.8503142499103724,5.0,0.3765311033879537,0.44306850602413483,7.571590747232766,2.794406923410418,0.4147204791933693,-0.014890887387550681,637.4746559017472,1.915376905275821,0.0
22.0,2023.0,346.0,50.0,0.2297724890725647,0.3648288207820247,-15.0,0.8328341619964993,0.611334225605955,1.4381750263165487,2.532805842697253,0.45607037689377017,-0.011441404032820564,644.0567448967525,83.80030311051593,9.44185278436996
64.0,2040.0,474.0,37.0,0.33517157266896,5.067594707127274,-23.0,0.48980536038848166,0.28094818352431533,5.89394646894364,2.122152689694767,0.18209448514222606,-0.03210591291130904,453.760371045794,0.0,0.0
46.0,2039.0,349.0,52.0,0.17560669059910658,2.8709079177950674,-6.0,0.6369290757759432,0.209466140898866,1.7650964341351867,2.5556227730366556,0.24542242266711423,-0.025029442046218073,661.3230290097441,114.05781816431616,0.04703370025153567
36.0,2026.0,495.0,22.0,0.09963877876783055,1.133759517345166,1.0,0.7724573922617739,0.291048306204963,6.18737085644709,2.9374634924999,0.16379052779288542,-0.010906944711737112,755.3482036617734,123.22208490075474,43.46176955252702
40.0,2033.0,346.0,39.0,0.21119581690244038,3.8725034252971864,-33.0,0.6503050275733085,0.14603179277891404,9.603078640574129,2.3300229020499597,0.3224532593778988,0.0011413048710614965,780.6364960054088,92.56300675137084,0.25645227866353326
54.0,2040.0,412.0,66.0,0.28333015345061996,5.6284194060378265,-41.0,0.9649540983483019,0.3453760419910258,0.7978563558366507,2.786331181827177,0.26573852137483467,0.0029859742353897725,755.1317664136167,24.534812386157675,0.013189628961512035
12.0,2030.0,336.0,62.0,0.1803403430192122,1.5574024681389076,-43.0,0.35199700616129803,0.259761360741348,0.3773127022668896,2.1368228883364866,0.1430304913761512,-0.01806771068231227,819.3810569540296,274.2966945758507,46.261482918278496
79.0,2023.0,456.0,47.0,0.33086420728786936,1.9290458226058598,-54.0,0.3606001881037204,0.13092884332817217,5.741438110128818,1.9626082550030506,0.3363466601065005,-0.010913900395992791,750.0845702776842,169.2326238903831,0.0
64.0,2036.0,436.0,37.0,0.2022120688389288,0.6596372110977398,-41.0,0.18938648309756723,0.17608230372545042,1.4228897247679548,2.2128469212012503,0.24254457775871663,-0.013149366164352846,824.3710725060448,255.15587392393343,11.141085771802524
2.0,2022.0,328.0,25.0,0.148340494269557,1.5685202475456066,6.0,0.2708146433547595,0.33662360112765416,6.136525594049691,1.640626989206825,0.14970423213350148,-0.014346040229331648,790.635755044934,260.127559934378,90.61848687104057
69.0,2030.0,648.0,63.0,0.25053002207586994,3.004237492648268,-11.0,0.39412592961710535,0.7280992650096582,7.861275880102185,2.271969105128169,0.3855218192995409,-0.012510583029760717,491.2516184322985,0.0,0.0
19.0,2029.0,475.0,38.0,0.2795430790854503,5.372016457923622,3.0,0.3777984934845485,0.2606202577939819,4.417138249635096,2.4895022420490416,0.10909996274384076,-0.02422795585560555,525.2612673054609,76.13448307790244,48.17876724810241
33.0,2029.0,356.0,48.0,0.13873825932724726,1.513561848490766,7.0,0.4875118164463146,0.4755382591744304,3.9769243744760034,2.2878798407266863,0.4782795625261249,0.009086829974066658,774.6710729627899,49.655478979045846,0.5896103325277741
21.0,2027.0,651.0,24.0,0.17758016363062254,3.8846178552160096,7.0,0.46459822864282796,0.40936366032900506,3.3344806071157502,1.985169144953634,0.3445982765886373,-0.02196192793086336,591.9464306747682,116.80401207627665,96.7136241572896
24.0,2031.0,529.0,35.0,0.30007145485839826,0.21783829971699853,-35.0,0.6397775888867882,0.15514581940464062,3.369961075701647,2.0706250942649427,0.17226725803872472,0.006598041370416335,797.2062477962935,105.69934559894378,48.26834176179458
19.0,2029.0,550.0,48.0,0.24943954595692125,4.260644433216023,-25.0,0.8319765377766661,0.5500906348876597,6.096782846537223,2.2237881140894045,0.20784515088960973,0.004558560918146465,742.4027459670484,97.65846736434372,57.39582963467091
35.0,2035.0,327.0,35.0,0.12919484319241414,5.842071239647262,-15.0,0.5302922303371588,0.5770360484457052,2.539016758652043,2.9706837999690885,0.20894560420309422,-0.02528001942696783,672.5643424820208,75.86414072084462,7.3353148198591
34.0,2024.0,466.0,47.0,0.24001832650208832,1.8386258428735478,0.0,0.3705666132252493,0.8236526508055126,8.243798865287882,2.993056721699497,0.1870419775160703,-0.010331302853915338,557.7240297837003,45.103416436727834,19.219033525636856
39.0,2039.0,574.0,47.0,0.01265943132980175,2.187260003558105,-59.0,0.11817060887402803,0.7599085420635587,0.337901254602197,1.8491895574676742,0.11419509792265643,-0.0018376669921064334,1013.6002742901966,236.47039377695376,23.529418453594396
80.0,2036.0,301.0,40.0,0.2784196544338886,3.485039808943462,-18.0,0.36855156443309833,0.3173818677243703,1.9385018046204667,2.1343413722162667,0.33586224982855206,-0.006970947259122479,610.3706575648511,0.0,0.0
48.0,2021.0,686.0,69.0,0.3453623098466186,1.9357269381467632,-47.0,0.6464446573319761,0.28378148392039804,8.074129821057737,2.659464237570207,0.3340066394833832,-0.017098015255592788,680.7073082852106,76.6282851904912,22.94859304800124
23.0,2035.0,425.0,46.0,0.14172280980291468,5.127720341554495,-16.0,0.2963163287982249,0.9643707052912355,7.708580853837566,2.5146744893962074,0.285254459090561,-0.016886742254638112,645.9721877688335,82.17343418917082,24.940361866948713
30.0,2020.0,693.0,69.0,0.3040994769796628,3.159043376798205,-30.0,0.20651379844162407,0.3176767629681527,5.571812295199309,2.2018399470235543,0.32646648359689256,-0.022645665154351572,655.5930138585213,101.63160107360012,43.50021870406027
83.0,2024.0,507.0,28.0,0.263790913537139,5.504724705377776,-33.0,0.29306875058656956,0.8932815962774292,1.6085098497841994,2.6970097083651794,0.1004016769684728,-0.01213475511640388,493.08611290738895,0.0,0.0
25.0,2040.0,652.0,47.0,0.22447381330408905,0.5844761413703263,-20.0,0.48938055905408473,0.25129747096601296,8.891170173407787,2.5419391158905933,0.38600012687648355,-0.017712485140551435,638.1150835099616,75.07268447939467,58.957127542868
96.0,2029.0,603.0,62.0,0.05969361387630747,0.9846505780222305,4.0,0.5101275669268603,0.11210541956053299,6.4614684832530225,1.672848228845936,0.38711160655892884,-0.018537127937745198,739.4368528124116,173.2837994930983,0.0
99.0,2025.0,326.0,54.0,0.14890901160239586,2.5015606125935146,10.0,0.46901154637058884,0.7496281552988333,6.291746143229455,2.7016731123146105,0.4615978331187929,-0.03564528739765916,417.7140114354772,0.0,0.0
51.0,2038.0,418.0,41.0,0.15034266882509384,1.1505141983710108,-43.0,0.6134168338616452,0.5237704523327761,3.1948885040670425,2.7664301235430777,0.17204134259529846,-0.017958149702853,753.7652578035637,58.16032956256599,3.1979643581368253
43.0,2024.0,617.0,50.0,0.0687585010046283,3.218079215889037,3.0,0.2735859082268887,0.6286694829725294,7.034941943403647,2.1098625864758094,0.3825041010069987,-0.0016654330473790183,723.0099156165641,55.17631719857089,10.981174734331944
71.0,2026.0,419.0,43.0,0.21950470563870336,4.957027042568159,-34.0,0.2847956628745173,0.9138714975233162,4.191271141822104,2.0236536892501027,0.43572837506221895,-0.026653801190078766,510.63002048207454,0.0,0.0
80.0,2038.0,433.0,39.0,0.32192998996209105,5.102068934098876,-1.0,0.44637457811745995,0.12636836762985873,4.717567548406232,2.3627253299608295,0.14026177945259968,-0.015283145507826994,542.2601092004959,18.56902374686157,0.0
12.0,2027.0,369.0,52.0,0.20941439334069897,0.3276808217201883,-43.0,0.9261278057962734,0.6811277146824112,9.994527678815246,2.6123472042525844,0.18525346952578117,-0.014817194961782888,726.8972765079404,168.65599060975043,41.79868645987631
4.0,2030.0,494.0,68.0,0.33750423040406957,4.8450439800096845,10.0,0.7516964661817728,0.41268926428830344,3.423595585763633,2.7608210468570613,0.49379843120594635,-0.03807911908368911,522.7338792987384,141.73883432006738,96.78919808446199
73.0,2023.0,587.0,27.0,0.3439335785069301,5.8747426603750235,-2.0,0.3078910629300327,0.7550326700644922,5.4867166883015095,2.407473616533716,0.27021070172657746,-0.01728085959206492,400.9025726213859,0.0,0.31881467765910776
100.0,2023.0,394.0,29.0,0.055793341883933194,0.21932332531604515,-28.0,0.7140992231249688,0.9128532934221953,7.468854447289711,2.1056825264096464,0.3886221081112352,-0.016701143099394168,583.4328649069091,0.0,0.0
57.0,2022.0,320.0,42.0,0.2182296028298095,4.770643843680276,-11.0,0.7775737345790291,0.7365925835321667,4.027948235263364,1.7067362803552322,0.3150086640737554,-0.028551694615638744,453.43472505823,0.0,0.0
75.0,2031.0,376.0,61.0,0.13549485259356753,1.946083736389781,-40.0,0.1923543563121555,0.5802160739345894,0.11796073618631008,2.066135578062146,0.12643912114354047,-0.036629128450936084,763.5124291553564,278.38178096937213,0.0
65.0,2021.0,561.0,67.0,0.1761149649035913,1.822996259879292,-38.0,0.8019122179437361,0.9777915271762865,3.3319295861274583,2.1305270177444693,0.34751865399328596,-0.03287004916066132,616.7911890987151,26.520580690202614,0.0
32.0,2025.0,455.0,32.0,0.062264925644764206,2.2124200143395005,-42.0,0.9886724099211447,0.5651526600855745,3.5826131329184605,1.5482279095553868,0.4618081529719158,-0.02144289619597665,778.1524229904803,135.77167785463607,3.8669098179582257
61.0,2028.0,378.0,51.0,0.013452067857502768,5.802535799646909,8.0,0.5662600416704316,0.7048885214678065,7.166606407042057,1.8117356970459437,0.26483918552015806,-0.004647239078332033,664.4593690345466,1.29423093249788,0.0
33.0,2026.0,630.0,53.0,0.16444636420143097,1.9949986891332203,9.0,0.8907762171953315,0.300390302620026,2.7690997890874622,2.9044592810131,0.4042210872837989,-0.01557469521065397,638.1428944477966,78.56543009064733,39.99093887948755
39.0,2021.0,394.0,24.0,0.34639257947147967,4.007794935988023,-25.0,0.1654654525758923,0.5285827628621385,3.328939650970734,2.298950977912715,0.16045173668333482,-0.01825440821063442,516.7761733000041,39.35106635093276,5.666238616391861
8.0,2030.0,616.0,22.0,0.09709183862516671,5.112392167706558,10.0,0.11833614041620179,0.8708034252898132,0.650796012338022,2.6421294367166936,0.13930250741093292,-0.007256437125864906,789.84835709895,213.84856536837833,161.34342079783298
4.0,2032.0,642.0,25.0,0.2491094116225512,0.0628002776271277,-33.0,0.394656227279645,0.9239943288223252,0.7440469726631945,1.6652558200086032,0.38332379738235633,-0.035240802985350456,687.163705010981,243.31326261684575,188.7193416947969
58.0,2028.0,404.0,41.0,0.0621574981618987,2.5089963875516927,-22.0,0.20320517523366433,0.7565149651340449,2.8748717334809526,1.5749647486967795,0.45247374628965853,0.004505381316717037,846.5848915556628,29.090681072608078,0.0
4.0,2028.0,352.0,54.0,0.25425171309325106,3.010333185701369,7.0,0.6644758866908174,0.47565577985447194,9.238586862548463,2.479283914788553,0.1259002737786462,-0.014796639182597389,680.176197783027,181.508683857923,66.87699560700162
54.0,2029.0,387.0,62.0,0.15007683940567243,0.11727591677414217,-35.0,0.4652409994180593,0.7310759557916148,8.721281389725961,2.329622250633279,0.2179179561837805,0.007323444231081458,721.700900966766,3.746018292299649,0.0
12.0,2026.0,381.0,46.0,0.07208579368190374,1.0261028014047997,6.0,0.31181922063173306,0.7257208714126792,0.13929752328105816,2.694402084525914,0.18428912408733164,-0.011740635516632705,784.3998687789867,193.61153064167897,49.32588167958245
27.0,2030.0,610.0,43.0,0.23389160843997867,0.4742098336363503,-58.0,0.7220212161679912,0.49444241512539966,8.860829166785162,1.8944068433197083,0.13244116634143005,-0.017117359069068812,664.4641936677814,78.56239375876571,48.3031863909683
11.0,2038.0,451.0,70.0,0.1672793955993374,0.09391216657272228,-29.0,0.7514398476656976,0.10169615542382333,4.5689090098767675,1.6257374389292842,0.12260969874574248,0.008571907116184094,906.9332830913851,200.52503770875552,64.07973284659417
27.0,2022.0,446.0,51.0,0.2513110860084427,4.36250779674542,-14.0,0.2988556458395759,0.9086364529411299,5.810638148049551,1.7000002681531303,0.1477862188556177,-0.031955939879687825,511.8929992847719,64.83466510983543,1.9236074130856355
13.0,2025.0,525.0,56.0,0.34847025196247544,4.300349204246218,-48.0,0.44164852082582984,0.45447516062591387,5.343448882376203,2.509525713553799,0.41742788006494447,0.0030687842325046524,749.8882010244843,138.87260923805036,61.91497445103344
40.0,2038.0,571.0,39.0,0.2310961724826382,4.187548244039523,-2.0,0.4619624360308835,0.2965317299597379,5.331080081315463,2.245345109957997,0.44421677229449563,-0.02052832542976528,551.2641300869889,18.203424831791864,15.05924453649939
51.0,2021.0,592.0,61.0,0.1664583535308445,3.05893682498038,-17.0,0.2198129527446726,0.9443730085489097,9.76782721321486,2.1606818488680912,0.49367050978828575,0.005699868098256837,703.6415241800308,25.84598496200498,0.38883530038443803
60.0,2031.0,699.0,35.0,0.32229726887767207,5.042278529456381,7.0,0.9279089667165623,0.9293353682769091,1.4281571517244966,1.7678836452095232,0.48756230311638993,-0.0312359680404204,333.85214133822916,0.0,0.0
14.0,2032.0,332.0,50.0,0.01552188615176574,0.8125921458592114,-57.0,0.6765873447622502,0.8301813140073087,0.5620254298709857,2.114742168094415,0.2879242804479356,-0.011778334860002002,943.4772182656453,269.3563825464737,32.53184753191169
31.0,2030.0,432.0,58.0,0.2206914036251478,4.677908427771116,-42.0,0.5094963670080085,0.6600205930939721,2.0911520485471558,1.9868573936539282,0.23248251228494266,-0.0015382042682289196,794.1767761838537,84.74743724519428,4.159860780824458
25.0,2034.0,325.0,38.0,0.3452981644565741,3.0635559526285947,-13.0,0.833271488019967,0.915992353852529,0.9128014905520998,2.4685327249544953,0.15693831093199415,0.0051712461088571915,632.7385849397689,32.00881578121336,6.605851010431899
84.0,2037.0,475.0,20.0,0.2122751856918693,2.016624925660873,6.0,0.16836472058040708,0.8675995393678653,5.84133883475784,2.1779622820887297,0.40259139124774623,-0.008373738000671982,458.700432349357,0.0,0.0
72.0,2031.0,670.0,44.0,0.2042617574811574,1.1450070938950638,-23.0,0.6441189391192581,0.9183515145526653,1.7251803049674204,2.0100199590855086,0.1816724826049522,-0.024626218794094604,505.7757427504339,0.0,0.0
61.0,2021.0,531.0,25.0,0.3420288381465614,3.650825230235449,-35.0,0.36216063870419735,0.5737172638627953,1.8432166966052783,2.9348694732359144,0.39524277337492164,-0.0385318362003429,419.3407607967664,18.899900566355853,9.815589410948956
88.0,2030.0,522.0,55.0,0.15016974431902258,5.638721385583025,-18.0,0.3324871264762222,0.1969427183841014,0.6039394123824874,1.6250242488033595,0.18466409485055438,-0.0074603338101297614,820.5186763533077,217.61864124234995,0.0
